bstr::unicode::grapheme::Graphemes	next_back	core::iter::traits::double_ended::DoubleEndedIterator	fn next_back(&mut self) -> Option<&'a str>	
bstr::unicode::sentence::SentenceIndices	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::unicode::sentence::SentenceIndices	clone	core::clone::Clone	fn clone(&self) -> SentenceIndices<'a>	
bstr::unicode::sentence::SentenceIndices	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::unicode::sentence::SentenceIndices	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<(usize, usize, &'a str)>	
bstr::unicode::sentence::Sentences	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::unicode::sentence::Sentences	clone	core::clone::Clone	fn clone(&self) -> Sentences<'a>	
bstr::unicode::sentence::Sentences	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::unicode::sentence::Sentences	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<&'a str>	
bstr::unicode::word::WordIndices	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::unicode::word::WordIndices	clone	core::clone::Clone	fn clone(&self) -> WordIndices<'a>	
bstr::unicode::word::WordIndices	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::unicode::word::WordIndices	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<(usize, usize, &'a str)>	
bstr::unicode::word::Words	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::unicode::word::Words	clone	core::clone::Clone	fn clone(&self) -> Words<'a>	
bstr::unicode::word::Words	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::unicode::word::Words	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<&'a str>	
bstr::unicode::word::WordsWithBreakIndices	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::unicode::word::WordsWithBreakIndices	clone	core::clone::Clone	fn clone(&self) -> WordsWithBreakIndices<'a>	
bstr::unicode::word::WordsWithBreakIndices	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::unicode::word::WordsWithBreakIndices	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<(usize, usize, &'a str)>	
bstr::unicode::word::WordsWithBreaks	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::unicode::word::WordsWithBreaks	clone	core::clone::Clone	fn clone(&self) -> WordsWithBreaks<'a>	
bstr::unicode::word::WordsWithBreaks	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::unicode::word::WordsWithBreaks	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<&'a str>	
bstr::utf8::CharIndices	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::utf8::CharIndices	clone	core::clone::Clone	fn clone(&self) -> CharIndices<'a>	
bstr::utf8::CharIndices	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::utf8::CharIndices	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<(usize, usize, char)>	
bstr::utf8::CharIndices	next_back	core::iter::traits::double_ended::DoubleEndedIterator	fn next_back(&mut self) -> Option<(usize, usize, char)>	
bstr::utf8::Chars	as_bytes	-	fn as_bytes(&self) -> &'a [u8]	View the underlying data as a subslice of the original data.
bstr::utf8::Chars	clone	core::clone::Clone	fn clone(&self) -> Chars<'a>	
bstr::utf8::Chars	count	core::iter::traits::iterator::Iterator	fn count(self) -> usize	
bstr::utf8::Chars	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::utf8::Chars	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<char>	
bstr::utf8::Chars	next_back	core::iter::traits::double_ended::DoubleEndedIterator	fn next_back(&mut self) -> Option<char>	
bstr::utf8::Utf8Chunk	incomplete	-	fn incomplete(&self) -> bool	Returns whether the invalid sequence might still become valid if more bytes are added.
bstr::utf8::Utf8Chunk	invalid	-	fn invalid(&self) -> &'a [u8]	Returns the (possibly empty) invalid UTF-8 bytes in this chunk that immediately follow the valid UTF-8 bytes in this chunk.
bstr::utf8::Utf8Chunk	valid	-	fn valid(&self) -> &'a str	Returns the (possibly empty) valid UTF-8 bytes in this chunk.
bstr::utf8::Utf8Chunks	clone	core::clone::Clone	fn clone(&self) -> Utf8Chunks<'a>	
bstr::utf8::Utf8Chunks	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::utf8::Utf8Chunks	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<Utf8Chunk<'a>>	
bstr::utf8::Utf8Chunks	size_hint	core::iter::traits::iterator::Iterator	fn size_hint(&self) -> (usize, Option<usize>)	
bstr::utf8::Utf8Error	clone	core::clone::Clone	fn clone(&self) -> Utf8Error	
bstr::utf8::Utf8Error	description	core::error::Error	fn description(&self) -> &str	
bstr::utf8::Utf8Error	eq	core::cmp::PartialEq	fn eq(&self, other: &Utf8Error) -> bool	
bstr::utf8::Utf8Error	error_len	-	fn error_len(&self) -> Option<usize>	Returns the total number of invalid UTF-8 bytes immediately following the position returned by `valid_up_to`. This value is always at least `1`, but can be up to `3` if bytes form a valid prefix of some UTF-8 encoded codepoint.
bstr::utf8::Utf8Error	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::utf8::Utf8Error	fmt	core::fmt::Display	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
bstr::utf8::Utf8Error	valid_up_to	-	fn valid_up_to(&self) -> usize	Returns the byte index of the position immediately following the last valid UTF-8 byte.
globset::Candidate	clone	core::clone::Clone	fn clone(&self) -> Candidate<'a>	
globset::Candidate	fmt	core::fmt::Debug	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
globset::Candidate	from_bytes	-	fn from_bytes<P: AsRef<[u8]> + ?Sized>(path: &'a P) -> Candidate<'a>	Create a new candidate for matching from the given path as a sequence of bytes.
globset::Candidate	new	-	fn new<P: AsRef<Path> + ?Sized>(path: &'a P) -> Candidate<'a>	Create a new candidate for matching from the given path.
globset::Error	clone	core::clone::Clone	fn clone(&self) -> Error	
globset::Error	description	core::error::Error	fn description(&self) -> &str	
globset::Error	eq	core::cmp::PartialEq	fn eq(&self, other: &Error) -> bool	
globset::Error	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
globset::Error	fmt	core::fmt::Display	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
globset::Error	glob	-	fn glob(&self) -> Option<&str>	Return the glob that caused this error, if one exists.
globset::Error	kind	-	fn kind(&self) -> &ErrorKind	Return the kind of this error.
globset::ErrorKind	clone	core::clone::Clone	fn clone(&self) -> ErrorKind	
globset::ErrorKind	eq	core::cmp::PartialEq	fn eq(&self, other: &ErrorKind) -> bool	
globset::ErrorKind	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
globset::ErrorKind	fmt	core::fmt::Display	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
globset::GlobSet	builder	-	fn builder() -> GlobSetBuilder	Create a new [`GlobSetBuilder`]. A `GlobSetBuilder` can be used to add new patterns. Once all patterns have been added, `build` should be called to produce a `GlobSet`, which can then be used for matching.
globset::GlobSet	clone	core::clone::Clone	fn clone(&self) -> GlobSet	
globset::GlobSet	default	core::default::Default	fn default() -> Self	Create a default empty GlobSet.
globset::GlobSet	empty	-	const fn empty() -> GlobSet	Create an empty `GlobSet`. An empty set matches nothing.
globset::GlobSet	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
globset::GlobSet	is_empty	-	fn is_empty(&self) -> bool	Returns true if this set is empty, and therefore matches nothing.
globset::GlobSet	is_match	-	fn is_match<P: AsRef<Path>>(&self, path: P) -> bool	Returns true if any glob in this set matches the path given.
globset::GlobSet	is_match_candidate	-	fn is_match_candidate(&self, path: &Candidate<'_>) -> bool	Returns true if any glob in this set matches the path given.
globset::GlobSet	len	-	fn len(&self) -> usize	Returns the number of globs in this set.
globset::GlobSet	matches	-	fn matches<P: AsRef<Path>>(&self, path: P) -> Vec<usize>	Returns the sequence number of every glob pattern that matches the given path.
globset::GlobSet	matches_all	-	fn matches_all<P: AsRef<Path>>(&self, path: P) -> bool	Returns true if all globs in this set match the path given.
globset::GlobSet	matches_all_candidate	-	fn matches_all_candidate(&self, path: &Candidate<'_>) -> bool	Returns true if all globs in this set match the path given.
globset::GlobSet	matches_candidate	-	fn matches_candidate(&self, path: &Candidate<'_>) -> Vec<usize>	Returns the sequence number of every glob pattern that matches the given path.
globset::GlobSet	matches_candidate_into	-	fn matches_candidate_into(&self, path: &Candidate<'_>, into: &mut Vec<usize>)	Adds the sequence number of every glob pattern that matches the given path to the vec given.
globset::GlobSet	matches_into	-	fn matches_into<P: AsRef<Path>>(&self, path: P, into: &mut Vec<usize>)	Adds the sequence number of every glob pattern that matches the given path to the vec given.
globset::GlobSet	new	-	fn new<I, G>(globs: I) -> Result<GlobSet, Error> where I: IntoIterator<Item = G>, G: AsRef<Glob>	Builds a new matcher from a collection of Glob patterns.
globset::GlobSetBuilder	add	-	fn add(&mut self, pat: Glob) -> &mut GlobSetBuilder	Add a new pattern to this set.
globset::GlobSetBuilder	build	-	fn build(&self) -> Result<GlobSet, Error>	Builds a new matcher from all of the glob patterns added so far.
globset::GlobSetBuilder	clone	core::clone::Clone	fn clone(&self) -> GlobSetBuilder	
globset::GlobSetBuilder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
globset::GlobSetBuilder	new	-	fn new() -> GlobSetBuilder	Create a new `GlobSetBuilder`. A `GlobSetBuilder` can be used to add new patterns. Once all patterns have been added, `build` should be called to produce a [`GlobSet`], which can then be used for matching.
globset::glob::Glob	as_ref	core::convert::AsRef	fn as_ref(&self) -> &Glob	
globset::glob::Glob	clone	core::clone::Clone	fn clone(&self) -> Glob	
globset::glob::Glob	compile_matcher	-	fn compile_matcher(&self) -> GlobMatcher	Returns a matcher for this pattern.
globset::glob::Glob	eq	core::cmp::PartialEq	fn eq(&self, other: &Glob) -> bool	
globset::glob::Glob	fmt	core::fmt::Debug	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
globset::glob::Glob	fmt	core::fmt::Display	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
globset::glob::Glob	from_str	core::str::traits::FromStr	fn from_str(glob: &str) -> Result<Self, Self::Err>	
globset::glob::Glob	glob	-	fn glob(&self) -> &str	Returns the original glob pattern used to build this pattern.
globset::glob::Glob	hash	core::hash::Hash	fn hash<H: std::hash::Hasher>(&self, state: &mut H)	
globset::glob::Glob	new	-	fn new(glob: &str) -> Result<Glob, Error>	Builds a new pattern with default options.
globset::glob::Glob	regex	-	fn regex(&self) -> &str	Returns the regular expression string for this glob.
globset::glob::GlobBuilder	allow_unclosed_class	-	fn allow_unclosed_class(&mut self, yes: bool) -> &mut GlobBuilder<'a>	Toggle whether unclosed character classes are allowed. When allowed, a `[` without a matching `]` is treated literally instead of resulting in a parse error.
globset::glob::GlobBuilder	backslash_escape	-	fn backslash_escape(&mut self, yes: bool) -> &mut GlobBuilder<'a>	When enabled, a back slash (`\`) may be used to escape special characters in a glob pattern. Additionally, this will prevent `\` from being interpreted as a path separator on all platforms.
globset::glob::GlobBuilder	build	-	fn build(&self) -> Result<Glob, Error>	Parses and builds the pattern.
globset::glob::GlobBuilder	case_insensitive	-	fn case_insensitive(&mut self, yes: bool) -> &mut GlobBuilder<'a>	Toggle whether the pattern matches case insensitively or not.
globset::glob::GlobBuilder	clone	core::clone::Clone	fn clone(&self) -> GlobBuilder<'a>	
globset::glob::GlobBuilder	empty_alternates	-	fn empty_alternates(&mut self, yes: bool) -> &mut GlobBuilder<'a>	Toggle whether an empty pattern in a list of alternates is accepted.
globset::glob::GlobBuilder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
globset::glob::GlobBuilder	literal_separator	-	fn literal_separator(&mut self, yes: bool) -> &mut GlobBuilder<'a>	Toggle whether a literal `/` is required to match a path separator.
globset::glob::GlobBuilder	new	-	fn new(glob: &'a str) -> GlobBuilder<'a>	Create a new builder for the pattern given.
globset::glob::GlobMatcher	clone	core::clone::Clone	fn clone(&self) -> GlobMatcher	
globset::glob::GlobMatcher	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
globset::glob::GlobMatcher	glob	-	fn glob(&self) -> &Glob	Returns the `Glob` used to compile this matcher.
globset::glob::GlobMatcher	is_match	-	fn is_match<P: AsRef<Path>>(&self, path: P) -> bool	Tests whether the given path matches this pattern or not.
globset::glob::GlobMatcher	is_match_candidate	-	fn is_match_candidate(&self, path: &Candidate<'_>) -> bool	Tests whether the given path matches this pattern or not.
grep_cli::decompress::DecompressionMatcher	clone	core::clone::Clone	fn clone(&self) -> DecompressionMatcher	
grep_cli::decompress::DecompressionMatcher	command	-	fn command<P: AsRef<Path>>(&self, path: P) -> Option<Command>	Return a pre-built command based on the given file path that can decompress its contents. If no such decompressor is known, then this returns `None`.
grep_cli::decompress::DecompressionMatcher	default	core::default::Default	fn default() -> DecompressionMatcher	
grep_cli::decompress::DecompressionMatcher	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::decompress::DecompressionMatcher	has_command	-	fn has_command<P: AsRef<Path>>(&self, path: P) -> bool	Returns true if and only if the given file path has at least one matching command to perform decompression on.
grep_cli::decompress::DecompressionMatcher	new	-	fn new() -> DecompressionMatcher	Create a new matcher with default rules.
grep_cli::decompress::DecompressionMatcherBuilder	associate	-	fn associate<P, I, A>(&mut self, glob: &str, program: P, args: I) -> &mut DecompressionMatcherBuilder where P: AsRef<OsStr>, I: IntoIterator<Item = A>, A: AsRef<OsStr>	Associates a glob with a command to decompress files matching the glob.
grep_cli::decompress::DecompressionMatcherBuilder	build	-	fn build(&self) -> Result<DecompressionMatcher, CommandError>	Build a matcher for determining how to decompress files.
grep_cli::decompress::DecompressionMatcherBuilder	clone	core::clone::Clone	fn clone(&self) -> DecompressionMatcherBuilder	
grep_cli::decompress::DecompressionMatcherBuilder	default	core::default::Default	fn default() -> DecompressionMatcherBuilder	
grep_cli::decompress::DecompressionMatcherBuilder	defaults	-	fn defaults(&mut self, yes: bool) -> &mut DecompressionMatcherBuilder	When enabled, the default matching rules will be compiled into this matcher before any other associations. When disabled, only the rules explicitly given to this builder will be used.
grep_cli::decompress::DecompressionMatcherBuilder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::decompress::DecompressionMatcherBuilder	new	-	fn new() -> DecompressionMatcherBuilder	Create a new builder for configuring a decompression matcher.
grep_cli::decompress::DecompressionMatcherBuilder	try_associate	-	fn try_associate<P, I, A>(&mut self, glob: &str, program: P, args: I) -> Result<&mut DecompressionMatcherBuilder, CommandError> where P: AsRef<OsStr>, I: IntoIterator<Item = A>, A: AsRef<OsStr>	Associates a glob with a command to decompress files matching the glob.
grep_cli::decompress::DecompressionReader	close	-	fn close(&mut self) -> io::Result<()>	Closes this reader, freeing any resources used by its underlying child process, if one was used. If the child process exits with a nonzero exit code, the returned Err value will include its stderr.
grep_cli::decompress::DecompressionReader	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::decompress::DecompressionReader	new	-	fn new<P: AsRef<Path>>(path: P) -> Result<DecompressionReader, CommandError>	Build a new streaming reader for decompressing data.
grep_cli::decompress::DecompressionReader	read	alloc::io::read::Read	fn read(&mut self, buf: &mut [u8]) -> io::Result<usize>	
grep_cli::decompress::DecompressionReaderBuilder	async_stderr	-	fn async_stderr(&mut self, yes: bool) -> &mut DecompressionReaderBuilder	When enabled, the reader will asynchronously read the contents of the command's stderr output. When disabled, stderr is only read after the stdout stream has been exhausted (or if the process quits with an error code).
grep_cli::decompress::DecompressionReaderBuilder	build	-	fn build<P: AsRef<Path>>(&self, path: P) -> Result<DecompressionReader, CommandError>	Build a new streaming reader for decompressing data.
grep_cli::decompress::DecompressionReaderBuilder	clone	core::clone::Clone	fn clone(&self) -> DecompressionReaderBuilder	
grep_cli::decompress::DecompressionReaderBuilder	default	core::default::Default	fn default() -> DecompressionReaderBuilder	
grep_cli::decompress::DecompressionReaderBuilder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::decompress::DecompressionReaderBuilder	get_matcher	-	fn get_matcher(&self) -> &DecompressionMatcher	Get the underlying matcher currently used by this builder.
grep_cli::decompress::DecompressionReaderBuilder	matcher	-	fn matcher(&mut self, matcher: DecompressionMatcher) -> &mut DecompressionReaderBuilder	Set the matcher to use to look up the decompression command for each file path.
grep_cli::decompress::DecompressionReaderBuilder	new	-	fn new() -> DecompressionReaderBuilder	Create a new builder with the default configuration.
grep_cli::human::ParseSizeError	clone	core::clone::Clone	fn clone(&self) -> ParseSizeError	
grep_cli::human::ParseSizeError	eq	core::cmp::PartialEq	fn eq(&self, other: &ParseSizeError) -> bool	
grep_cli::human::ParseSizeError	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::human::ParseSizeError	fmt	core::fmt::Display	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
grep_cli::pattern::InvalidPatternError	clone	core::clone::Clone	fn clone(&self) -> InvalidPatternError	
grep_cli::pattern::InvalidPatternError	eq	core::cmp::PartialEq	fn eq(&self, other: &InvalidPatternError) -> bool	
grep_cli::pattern::InvalidPatternError	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::pattern::InvalidPatternError	fmt	core::fmt::Display	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
grep_cli::pattern::InvalidPatternError	valid_up_to	-	fn valid_up_to(&self) -> usize	Returns the index in the given string up to which valid UTF-8 was verified.
grep_cli::process::CommandError	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::process::CommandError	fmt	core::fmt::Display	fn fmt(&self, f: &mut std::fmt::Formatter<'_>) -> std::fmt::Result	
grep_cli::process::CommandError	from	core::convert::From	fn from(ioerr: io::Error) -> CommandError	
grep_cli::process::CommandReader	close	-	fn close(&mut self) -> io::Result<()>	Closes the CommandReader, freeing any resources used by its underlying child process. If the child process exits with a nonzero exit code, the returned Err value will include its stderr.
grep_cli::process::CommandReader	drop	core::ops::drop::Drop	fn drop(&mut self)	
grep_cli::process::CommandReader	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::process::CommandReader	new	-	fn new(cmd: &mut process::Command) -> Result<CommandReader, CommandError>	Create a new streaming reader for the given command using the default configuration.
grep_cli::process::CommandReader	read	alloc::io::read::Read	fn read(&mut self, buf: &mut [u8]) -> io::Result<usize>	
grep_cli::process::CommandReaderBuilder	async_stderr	-	fn async_stderr(&mut self, yes: bool) -> &mut CommandReaderBuilder	When enabled, the reader will asynchronously read the contents of the command's stderr output. When disabled, stderr is only read after the stdout stream has been exhausted (or if the process quits with an error code).
grep_cli::process::CommandReaderBuilder	build	-	fn build(&self, command: &mut process::Command) -> Result<CommandReader, CommandError>	Build a new streaming reader for the given command's output.
grep_cli::process::CommandReaderBuilder	clone	core::clone::Clone	fn clone(&self) -> CommandReaderBuilder	
grep_cli::process::CommandReaderBuilder	default	core::default::Default	fn default() -> CommandReaderBuilder	
grep_cli::process::CommandReaderBuilder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::process::CommandReaderBuilder	new	-	fn new() -> CommandReaderBuilder	Create a new builder with the default configuration.
grep_cli::wtr::StandardStream	flush	core::io::write::Write	fn flush(&mut self) -> io::Result<()>	
grep_cli::wtr::StandardStream	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_cli::wtr::StandardStream	is_synchronous	termcolor::WriteColor	fn is_synchronous(&self) -> bool	
grep_cli::wtr::StandardStream	reset	termcolor::WriteColor	fn reset(&mut self) -> io::Result<()>	
grep_cli::wtr::StandardStream	set_color	termcolor::WriteColor	fn set_color(&mut self, spec: &termcolor::ColorSpec) -> io::Result<()>	
grep_cli::wtr::StandardStream	set_hyperlink	termcolor::WriteColor	fn set_hyperlink(&mut self, link: &HyperlinkSpec<'_>) -> io::Result<()>	
grep_cli::wtr::StandardStream	supports_color	termcolor::WriteColor	fn supports_color(&self) -> bool	
grep_cli::wtr::StandardStream	supports_hyperlinks	termcolor::WriteColor	fn supports_hyperlinks(&self) -> bool	
grep_cli::wtr::StandardStream	write	core::io::write::Write	fn write(&mut self, buf: &[u8]) -> io::Result<usize>	
grep_matcher::ByteSet	add	-	fn add(&mut self, byte: u8)	Add a byte to this set.
grep_matcher::ByteSet	add_all	-	fn add_all(&mut self, start: u8, end: u8)	Add an inclusive range of bytes.
grep_matcher::ByteSet	clone	core::clone::Clone	fn clone(&self) -> ByteSet	
grep_matcher::ByteSet	contains	-	fn contains(&self, byte: u8) -> bool	Return true if and only if the given byte is in this set.
grep_matcher::ByteSet	empty	-	fn empty() -> ByteSet	Create an empty set of bytes.
grep_matcher::ByteSet	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_matcher::ByteSet	full	-	fn full() -> ByteSet	Create a full set of bytes such that every possible byte is in the set returned.
grep_matcher::ByteSet	remove	-	fn remove(&mut self, byte: u8)	Remove a byte from this set.
grep_matcher::ByteSet	remove_all	-	fn remove_all(&mut self, start: u8, end: u8)	Remove an inclusive range of bytes.
grep_matcher::Captures	as_match	-	fn as_match(&self) -> Match	Return the overall match for the capture.
grep_matcher::Captures	get	-	fn get(&self, i: usize) -> Option<Match>	Return the capturing group match at the given index. If no match of that capturing group exists, then this returns `None`.
grep_matcher::Captures	interpolate	-	fn interpolate<F>(&self, name_to_index: F, haystack: &[u8], replacement: &[u8], dst: &mut Vec<u8>) where F: FnMut(&str) -> Option<usize>	Expands all instances of `$name` in `replacement` to the corresponding capture group `name`, and writes them to the `dst` buffer given.
grep_matcher::Captures	is_empty	-	fn is_empty(&self) -> bool	Returns true if and only if these captures are empty. This occurs when `len` is `0`.
grep_matcher::Captures	len	-	fn len(&self) -> usize	Return the total number of capturing groups. This includes capturing groups that have not matched anything.
grep_matcher::LineMatchKind	clone	core::clone::Clone	fn clone(&self) -> LineMatchKind	
grep_matcher::LineMatchKind	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_matcher::LineTerminator	as_byte	-	fn as_byte(&self) -> u8	Returns this line terminator as a single byte.
grep_matcher::LineTerminator	as_bytes	-	fn as_bytes(&self) -> &[u8]	Returns this line terminator as a sequence of bytes.
grep_matcher::LineTerminator	byte	-	fn byte(byte: u8) -> LineTerminator	Return a new single-byte line terminator. Any byte is valid.
grep_matcher::LineTerminator	clone	core::clone::Clone	fn clone(&self) -> LineTerminator	
grep_matcher::LineTerminator	crlf	-	fn crlf() -> LineTerminator	Return a new line terminator represented by `\r\n`.
grep_matcher::LineTerminator	default	core::default::Default	fn default() -> LineTerminator	
grep_matcher::LineTerminator	eq	core::cmp::PartialEq	fn eq(&self, other: &LineTerminator) -> bool	
grep_matcher::LineTerminator	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_matcher::LineTerminator	hash	core::hash::Hash	fn hash<__H: hash::Hasher>(&self, state: &mut __H)	
grep_matcher::LineTerminator	is_crlf	-	fn is_crlf(&self) -> bool	Returns true if and only if this line terminator is CRLF.
grep_matcher::LineTerminator	is_suffix	-	fn is_suffix(&self, slice: &[u8]) -> bool	Returns true if and only if the given slice ends with this line terminator.
grep_matcher::Match	clone	core::clone::Clone	fn clone(&self) -> Match	
grep_matcher::Match	end	-	fn end(&self) -> usize	Return the end offset of this match.
grep_matcher::Match	eq	core::cmp::PartialEq	fn eq(&self, other: &Match) -> bool	
grep_matcher::Match	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
grep_matcher::Match	hash	core::hash::Hash	fn hash<__H: hash::Hasher>(&self, state: &mut __H)	
grep_matcher::Match	is_empty	-	fn is_empty(&self) -> bool	Returns true if and only if this match is empty.
grep_matcher::Match	len	-	fn len(&self) -> usize	Returns the number of bytes in this match.
grep_matcher::Match	new	-	fn new(start: usize, end: usize) -> Match	Create a new match.
grep_matcher::Match	offset	-	fn offset(&self, amount: usize) -> Match	Offset this match by the given amount and return a new match.
grep_matcher::Match	start	-	fn start(&self) -> usize	Return the start offset of this match.
grep_matcher::Match	with_end	-	fn with_end(&self, end: usize) -> Match	Return a new match with the end offset replaced with the given value.
grep_matcher::Match	with_start	-	fn with_start(&self, start: usize) -> Match	Return a new match with the start offset replaced with the given value.
grep_matcher::Match	zero	-	fn zero(offset: usize) -> Match	Creates a zero width match at the given offset.
grep_matcher::Matcher	capture_count	-	fn capture_count(&self) -> usize	Returns the total number of capturing groups in this matcher.
grep_matcher::Matcher	capture_index	-	fn capture_index(&self, _name: &str) -> Option<usize>	Maps the given capture group name to its corresponding capture group index, if one exists. If one does not exist, then `None` is returned.
grep_matcher::Matcher	captures	-	fn captures(&self, haystack: &[u8], caps: &mut Self::Captures) -> Result<bool, Self::Error>	Populates the first set of capture group matches from `haystack` into `caps`. If no match exists, then `false` is returned.
grep_matcher::Matcher	captures_at	-	fn captures_at(&self, _haystack: &[u8], _at: usize, _caps: &mut Self::Captures) -> Result<bool, Self::Error>	Populates the first set of capture group matches from `haystack` into `matches` after `at`, where the byte offsets in each capturing group are relative to the start of `haystack` (and not `at`). If no match exists, then `false` is returned…
grep_matcher::Matcher	captures_iter	-	fn captures_iter<F>(&self, haystack: &[u8], caps: &mut Self::Captures, matched: F) -> Result<(), Self::Error> where F: FnMut(&Self::Captures) -> bool	Executes the given function over successive non-overlapping matches in `haystack` with capture groups extracted from each match. If no match exists, then the given function is never called. If the function returns `false`, then iteration s…
grep_matcher::Matcher	captures_iter_at	-	fn captures_iter_at<F>(&self, haystack: &[u8], at: usize, caps: &mut Self::Captures, matched: F) -> Result<(), Self::Error> where F: FnMut(&Self::Captures) -> bool	Executes the given function over successive non-overlapping matches in `haystack` with capture groups extracted from each match. If no match exists, then the given function is never called. If the function returns `false`, then iteration s…
grep_matcher::Matcher	find	-	fn find(&self, haystack: &[u8]) -> Result<Option<Match>, Self::Error>	Returns the start and end byte range of the first match in `haystack`. If no match exists, then `None` is returned.
